lat,lon
38.3934,-76.2108
38.3937,-76.2108
38.471,-76.2108
38.5756,-76.2108
38.5764,-76.2108
38.4953,-76.2105
38.4961,-76.2105
38.5783,-76.2105
38.4586,-76.2102
38.4964,-76.2102
38.3818,-76.21
38.4643,-76.21
38.4675,-76.21
38.4678,-76.21
38.4667,-76.2097
38.4937,-76.2094
38.4713,-76.2084
38.3988,-76.2078
38.4594,-76.2078
38.4608,-76.2078
38.4991,-76.2078
38.4794,-76.2075
38.5459,-76.2075
38.4724,-76.2073
38.3918,-76.2067
38.5446,-76.2065
38.4643,-76.2062
38.5459,-76.2062
38.5486,-76.2062
38.3975,-76.2054
38.4786,-76.2054
38.606,-76.2051
38.5457,-76.2048
38.5492,-76.2048
38.4705,-76.2046
38.5362,-76.2046
38.5971,-76.2043
38.4581,-76.204
38.54,-76.204
38.5403,-76.204
38.3705,-76.2032
38.4592,-76.2027
38.4616,-76.2027
38.4651,-76.2024
38.3702,-76.2022
38.3705,-76.2022
38.3708,-76.2022
38.3716,-76.2022
38.3721,-76.2022
38.3705,-76.2019
38.3719,-76.2019
38.4576,-76.2019
38.4578,-76.2019
38.5362,-76.2019
38.5406,-76.2019
38.3735,-76.2016
38.4581,-76.2016
38.5408,-76.2016
38.5411,-76.2013
38.6044,-76.2013
38.3878,-76.2011
38.4681,-76.2011
38.4689,-76.2011
38.5503,-76.2011
38.3697,-76.2008
38.5106,-76.2008
38.5125,-76.2008
38.5133,-76.2008
38.3716,-76.2005
38.599,-76.2005
38.5993,-76.2005
38.4619,-76.2003
38.6052,-76.2003
38.4619,-76.2
38.4673,-76.2
38.612,-76.2
38.6122,-76.2
38.6125,-76.2
38.4662,-76.1997
38.5939,-76.1997
38.6112,-76.1997
38.6114,-76.1997
38.6039,-76.1992
38.4619,-76.1989
38.6066,-76.1989
38.5109,-76.1987
38.5511,-76.1987
38.5931,-76.1987
38.3681,-76.1984
38.37,-76.1984
38.4955,-76.1984
38.599,-76.1984
38.3681,-76.1981
38.3689,-76.1981
38.3692,-76.1981
38.3697,-76.1981
38.37,-76.1981
38.6082,-76.1976
38.4063,-76.1973
38.5901,-76.1973
